Generated by data.opendatascotland.org,2014-02-20T14:00:24+00:00
http://data.opendatascotland.org/data/simd/income-rank,"Scottish Index of Multiple Deprivation, Income Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000224,Data Zone S01000224,2757,3099,2980,3312
http://statistics.data.gov.uk/id/statistical-geography/S01000225,Data Zone S01000225,4092,4216,4658,4433
http://statistics.data.gov.uk/id/statistical-geography/S01000226,Data Zone S01000226,5845,5360,5652,6317
http://statistics.data.gov.uk/id/statistical-geography/S01000227,Data Zone S01000227,6271,6161,6410,5972
http://statistics.data.gov.uk/id/statistical-geography/S01000228,Data Zone S01000228,4540,4396,4867,4346
http://statistics.data.gov.uk/id/statistical-geography/S01000229,Data Zone S01000229,2872,2495,2761,2727
http://statistics.data.gov.uk/id/statistical-geography/S01000230,Data Zone S01000230,3719,4000,4578,4561
http://statistics.data.gov.uk/id/statistical-geography/S01000231,Data Zone S01000231,5833,6060,6467,6259
http://statistics.data.gov.uk/id/statistical-geography/S01000232,Data Zone S01000232,2508,2903,3056,2848
http://statistics.data.gov.uk/id/statistical-geography/S01000233,Data Zone S01000233,3004,2803,3503,3012
http://statistics.data.gov.uk/id/statistical-geography/S01000234,Data Zone S01000234,5892,6083,6312,6122
http://statistics.data.gov.uk/id/statistical-geography/S01000235,Data Zone S01000235,4446,5320,5992,5996
http://statistics.data.gov.uk/id/statistical-geography/S01000236,Data Zone S01000236,3907,4242,4700,5292
http://statistics.data.gov.uk/id/statistical-geography/S01000237,Data Zone S01000237,5792,6152,6025,6139
http://statistics.data.gov.uk/id/statistical-geography/S01000238,Data Zone S01000238,6162,6286,6240,6303
http://statistics.data.gov.uk/id/statistical-geography/S01000239,Data Zone S01000239,5487,6067,6275,6174
http://statistics.data.gov.uk/id/statistical-geography/S01000240,Data Zone S01000240,5557,5091,5269,5296
http://statistics.data.gov.uk/id/statistical-geography/S01000241,Data Zone S01000241,6499,6500,6462,6470
http://statistics.data.gov.uk/id/statistical-geography/S01000242,Data Zone S01000242,5777,4724,5124,6021
http://statistics.data.gov.uk/id/statistical-geography/S01000243,Data Zone S01000243,6431,6139,6488,6502
http://statistics.data.gov.uk/id/statistical-geography/S01000244,Data Zone S01000244,4596,3833,4456,4365
http://statistics.data.gov.uk/id/statistical-geography/S01000245,Data Zone S01000245,5042,4788,4989,4865
http://statistics.data.gov.uk/id/statistical-geography/S01000246,Data Zone S01000246,5330,5053,5764,5933
http://statistics.data.gov.uk/id/statistical-geography/S01000247,Data Zone S01000247,6258,6496,6278,6501
http://statistics.data.gov.uk/id/statistical-geography/S01000248,Data Zone S01000248,6170,6233,6385,6454
http://statistics.data.gov.uk/id/statistical-geography/S01000249,Data Zone S01000249,4941,4918,5633,5781
http://statistics.data.gov.uk/id/statistical-geography/S01000250,Data Zone S01000250,6067,6042,6304,6242
http://statistics.data.gov.uk/id/statistical-geography/S01000251,Data Zone S01000251,6380,6331,6401,6326
http://statistics.data.gov.uk/id/statistical-geography/S01000252,Data Zone S01000252,6169,6332,6473,6364
http://statistics.data.gov.uk/id/statistical-geography/S01000253,Data Zone S01000253,6457,6390,6405,6490
http://statistics.data.gov.uk/id/statistical-geography/S01000254,Data Zone S01000254,5899,6018,5931,6066
http://statistics.data.gov.uk/id/statistical-geography/S01000255,Data Zone S01000255,6262,6315,6187,6325
http://statistics.data.gov.uk/id/statistical-geography/S01000256,Data Zone S01000256,4246,4897,5224,4580
http://statistics.data.gov.uk/id/statistical-geography/S01000257,Data Zone S01000257,4989,5417,5437,5355
http://statistics.data.gov.uk/id/statistical-geography/S01000258,Data Zone S01000258,6364,6309,5834,6333
http://statistics.data.gov.uk/id/statistical-geography/S01000259,Data Zone S01000259,6298,6499,6493,6362
http://statistics.data.gov.uk/id/statistical-geography/S01000260,Data Zone S01000260,6146,6268,6213,6351
http://statistics.data.gov.uk/id/statistical-geography/S01000261,Data Zone S01000261,6104,5842,6259,5900
