Generated by data.opendatascotland.org,2014-02-20T14:00:09+00:00
http://data.opendatascotland.org/data/simd/health-rank,"Scottish Index of Multiple Deprivation, Health Rank"

,,http://reference.data.gov.uk/id/year/2004,http://reference.data.gov.uk/id/year/2006,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2012
http://statistics.data.gov.uk/id/statistical-geography/S01000230,Data Zone S01000230,2739,3894,4657,3579
http://statistics.data.gov.uk/id/statistical-geography/S01000231,Data Zone S01000231,6074,6379,6212,5991
http://statistics.data.gov.uk/id/statistical-geography/S01000232,Data Zone S01000232,2269,2710,2626,3062
http://statistics.data.gov.uk/id/statistical-geography/S01000233,Data Zone S01000233,2771,3253,3439,2211
http://statistics.data.gov.uk/id/statistical-geography/S01000234,Data Zone S01000234,3141,3866,4923,5824
http://statistics.data.gov.uk/id/statistical-geography/S01000235,Data Zone S01000235,5728,5261,5854,5876
http://statistics.data.gov.uk/id/statistical-geography/S01000236,Data Zone S01000236,4141,5034,4982,4971
http://statistics.data.gov.uk/id/statistical-geography/S01000237,Data Zone S01000237,5589,5711,5333,4361
http://statistics.data.gov.uk/id/statistical-geography/S01000238,Data Zone S01000238,5268,6113,5902,6004
http://statistics.data.gov.uk/id/statistical-geography/S01000239,Data Zone S01000239,5369,4781,4052,4685
http://statistics.data.gov.uk/id/statistical-geography/S01000240,Data Zone S01000240,4965,4590,4528,4563
http://statistics.data.gov.uk/id/statistical-geography/S01000241,Data Zone S01000241,6272,6447,6493,6463
http://statistics.data.gov.uk/id/statistical-geography/S01000242,Data Zone S01000242,4835,4949,5251,5047
http://statistics.data.gov.uk/id/statistical-geography/S01000243,Data Zone S01000243,5741,5972,5197,4977
http://statistics.data.gov.uk/id/statistical-geography/S01000244,Data Zone S01000244,3684,3433,3211,3318
http://statistics.data.gov.uk/id/statistical-geography/S01000245,Data Zone S01000245,4243,3505,3879,4483
http://statistics.data.gov.uk/id/statistical-geography/S01000246,Data Zone S01000246,5194,4020,4636,4790
http://statistics.data.gov.uk/id/statistical-geography/S01000247,Data Zone S01000247,5496,6219,5909,5625
http://statistics.data.gov.uk/id/statistical-geography/S01000248,Data Zone S01000248,5812,5465,5957,5342
http://statistics.data.gov.uk/id/statistical-geography/S01000249,Data Zone S01000249,5150,4797,4920,4212
http://statistics.data.gov.uk/id/statistical-geography/S01000250,Data Zone S01000250,5542,5761,5664,5131
http://statistics.data.gov.uk/id/statistical-geography/S01000251,Data Zone S01000251,6367,5733,6023,6154
http://statistics.data.gov.uk/id/statistical-geography/S01000252,Data Zone S01000252,6039,5627,5494,4809
http://statistics.data.gov.uk/id/statistical-geography/S01000253,Data Zone S01000253,6447,6451,6494,6436
http://statistics.data.gov.uk/id/statistical-geography/S01000254,Data Zone S01000254,6245,5264,6022,5266
