area,2006,2009,2012
S01004135,2656,2255,1694
S01004136,2275,2628,3614
S01004137,4196,4405,5275
S01004138,5248,1734,571
S01004139,2511,4278,4382
S01004140,572,667,795
S01004141,1478,3914,3154
S01004142,5198,5719,4736
S01004143,2823,3562,3518
S01004144,1859,3128,2716
S01004145,3492,5290,5084
S01004146,1383,1155,1640
S01004147,1264,915,1813
S01004148,6361,5771,6285
S01004149,700,548,1226
S01004150,6226,6345,5731
S01004151,6224,4633,5203
S01004152,884,709,2608
S01004153,3192,2905,2432
S01004154,5961,6141,5739
S01004155,1801,1942,1763
S01004156,2642,2203,1181
S01004157,5605,6493,6284
S01004158,3895,4226,2813
S01004159,2287,2324,1200
S01004160,1419,1333,2744
S01004161,4944,2321,4905
S01004162,3339,4075,5594
S01004163,1512,1017,2593
S01004164,5125,2971,4648
S01004165,5280,3996,4914
S01004166,4377,3953,1283
S01004167,585,589,923
S01004168,2756,1750,1855
S01004169,5208,5594,2576
S01004170,1676,1306,1814
S01004171,2855,1681,5030
S01004172,2980,2253,3182
S01004173,2703,2961,4095
S01004174,3922,1419,4370
S01004175,1770,2500,1164
S01004176,1462,2729,3425
S01004177,1067,1923,1483
S01004178,4029,3846,2308
S01004179,4411,2590,4770
S01004180,6342,5998,6464
S01004181,2552,1698,4020
S01004182,307,207,691
S01004183,4639,4304,4653
S01004184,2435,2422,2950
S01004185,1684,2630,2728
S01004186,1282,1819,1025
S01004187,2181,2398,1668
S01004188,2697,694,1598
S01004189,4970,5353,6155
S01004190,2001,1445,2904
S01004191,518,831,1245
S01004192,2060,638,1476
S01004193,4848,2478,2350
S01004194,385,807,1712
S01004195,4600,5806,5637
S01004196,2117,1138,2363
S01004197,1979,2263,2468
S01004198,4478,4694,3885
S01004199,3956,4650,3617
S01004200,5704,5223,5308
S01004201,682,1347,2177
S01004202,1686,2758,3929
S01004203,3536,3470,5240
S01004204,5312,5890,6425
S01004205,1172,2631,2830
S01004206,5976,5475,5511
S01004207,2015,2893,2146
S01004208,1400,1466,1518
S01004209,3955,3848,3666
S01004210,4224,4620,2320
S01004211,4325,3929,4132
S01004212,5093,5282,3861
S01004213,4861,4243,5250
S01004214,6451,5968,5532
S01004215,842,1847,2915
S01004216,2376,3538,3471
S01004217,1040,840,2634
S01004218,994,479,1718
S01004219,3175,2003,2720
S01004220,5048,3193,2471
S01004221,4055,2722,2687
S01004222,87,97,27
S01004223,77,53,386
S01004224,3086,1709,3221
S01004225,704,593,337
S01004226,2003,2775,1685
S01004227,422,615,952
S01004228,2317,2352,2149
S01004229,2912,5136,3605
S01004230,3700,3016,4771
S01004231,1828,1117,3380
S01004232,4989,5254,5604
S01004233,5132,2439,5003
S01004234,4790,4886,5152
S01004235,5698,6447,5732
S01004236,3179,3303,3089
S01004237,5846,5021,4431
S01004238,4707,5878,4951
S01004239,3053,3976,4162
S01004240,3872,5197,4046
S01004241,5694,5930,6222
S01004242,5293,5689,5343
S01004243,4880,4805,5889
S01004244,2979,4818,4284
S01004245,4260,4743,4764
S01004246,5401,6328,5875
S01004247,2606,2126,931
S01004248,4361,2502,3888
S01004249,797,1873,1624
S01004250,3718,2299,2515
S01004251,2549,3968,2420
S01004252,5714,6291,4692
S01004253,5493,5600,6373
S01004254,5036,6112,5907
S01004255,5629,3282,3648
S01004256,3523,2878,3775
S01004257,3729,5921,6273
S01004258,6493,5307,5883
S01004259,4777,3864,5194
S01004260,5645,5576,5914
S01004261,2982,3550,3502
S01004262,4464,5521,4954
S01004263,4566,1609,3033
S01004264,3832,1760,4149
S01004265,2052,1934,2764
S01004266,1758,2250,1455
S01004267,2875,2637,2546
S01004268,1141,676,1565
S01004269,3745,3091,2508
S01004270,84,139,143
S01004271,791,1729,2456
S01004272,6136,6104,5976
S01004273,4778,6350,5027
S01004274,2525,5155,4229
S01004275,4896,4524,6218
S01004276,622,1326,1310
S01004277,3861,4870,5212
S01004278,4056,2531,2553
S01004279,2274,2591,2353
S01004280,4648,2122,2338
S01004281,4831,3033,3744
S01004282,636,726,643
S01004283,1243,1102,542
S01004284,1980,1859,1728
S01004285,5657,6115,5625
S01004286,5143,5564,6376
S01004287,5459,4480,4783
S01004288,1961,2264,1259
S01004289,2016,2460,3511
S01004290,4885,5295,3235
S01004291,3467,2975,1802
S01004292,3264,1683,2413
S01004293,2934,4678,4956
S01004294,245,167,1037
S01004295,3621,1692,2281
S01004296,391,430,1232
S01004297,2203,690,1571
S01004298,4307,4007,5196
S01004299,37,20,15
S01004300,211,52,67
S01004301,6033,5484,6329
S01004302,2437,2437,4781
S01004303,1858,774,598
S01004304,1291,382,1183
S01004305,1830,1614,3256
S01004306,4974,2480,3548
S01004307,5427,6048,4882
S01004308,3424,3358,2627
S01004309,6109,6108,6073
S01004310,3514,1392,2752
S01004311,3359,2537,3132
S01004312,5917,5992,6399
S01004313,4570,4317,5048
S01004314,4065,5008,3612
S01004315,5804,4160,3825
S01004316,6418,5154,5389
S01004317,2519,1227,1948
S01004318,5356,4150,4359
S01004319,6292,5702,5514
S01004320,4155,2031,3199
S01004321,864,459,506
S01004322,1147,3129,2637
S01004323,390,267,229
S01004324,2596,2522,1770
S01004325,902,461,1034
S01004326,4903,3381,3897
S01004327,2976,1991,1915
S01004328,5430,4184,2243
S01004329,3248,3096,3418
S01004330,5158,5706,4471
S01004331,5142,5495,3478
S01004332,5180,4695,3643
S01004333,5932,2949,2507
S01004334,4263,5470,4549
S01004335,4502,4092,3401
S01004336,5396,3591,4088
S01004337,3198,5117,3595
S01004338,5939,5151,5932
S01004339,5456,4998,5264
S01004340,1182,1943,3515
S01004341,2843,4410,4552
S01004342,5079,4715,4112
S01004343,1159,1321,616
S01004344,1387,2894,2455
S01004345,2279,3281,4583
S01004346,2643,3837,2297
S01004347,3203,4121,3962
S01004348,1446,2195,2458
S01004349,6360,4745,6126
S01004350,6444,4036,5366
S01004351,3881,3499,4000
S01004352,2043,2606,4916
S01004353,4678,3377,3237
S01004354,2785,1822,2390
S01004355,4153,5289,3488
S01004356,4142,3107,4608
S01004357,3504,3861,2577
S01004358,4642,2738,3194
S01004359,2057,4384,4579
S01004360,1247,1143,2234
S01004361,2605,3250,2754
S01004362,1653,1699,2366
S01004363,275,1269,1346
S01004364,185,127,158
S01004365,716,1766,1236
S01004366,3673,2611,2882
S01004367,2615,3028,2717
S01004368,494,144,1513
S01004369,3402,3935,1953
S01004370,4299,4736,3802
S01004371,934,1407,900
S01004372,6390,5903,6487
S01004373,3620,2627,2578
S01004374,908,1019,573
S01004375,2064,1282,992
S01004376,1629,2212,2031
S01004377,57,34,47
S01004378,1904,2092,3493
S01004379,1162,1724,884
S01004380,181,450,523
S01004381,2086,1459,1294
S01004382,4329,2937,3470
S01004383,4884,5607,4890
S01004384,2587,3042,2222
S01004385,3963,4435,4988
S01004386,1031,2847,2054
S01004387,3804,3877,2166
S01004388,117,328,104
S01004389,2068,3150,2682
S01004390,1741,3189,1570
S01004391,5518,5635,4709
S01004392,3065,2890,3060
S01004393,1646,1606,1167
S01004394,758,832,1003
S01004395,267,406,328
S01004396,3968,4541,4412
S01004397,3969,5192,5174
S01004398,3483,5767,3671
S01004399,1134,1300,424
S01004400,3923,3045,2887
S01004401,5644,6144,4929
S01004402,2314,968,1829
S01004403,2765,1608,512
S01004404,5934,4950,5384
S01004405,3497,4512,5234
S01004406,694,1446,1015
S01004407,851,1572,733
S01004408,3966,5000,4960
S01004409,6385,6448,6080
S01004410,2093,1408,1353
S01004411,1160,308,268
S01004412,467,388,285
S01004413,370,784,1048
S01004414,32,39,28
S01004415,1070,1196,296
S01004416,1156,1994,2115
S01004417,615,796,597
S01004418,1705,963,699
S01004419,3249,1327,2407
S01004420,2543,2914,1822
S01004421,302,148,193
S01004422,619,414,228
S01004423,2334,2732,1755
S01004424,1850,1464,1045
S01004425,488,757,1493
S01004426,4925,5183,3008
S01004427,845,865,720
S01004428,764,1491,576
S01004429,532,1054,932
S01004430,3769,3236,1785
S01004431,782,510,140
S01004432,1826,1610,777
S01004433,2474,3529,2193
S01004434,3032,3838,2423
S01004435,3779,4418,1861
S01004436,1937,2087,1691
S01004437,1124,1498,503
S01004438,2834,1218,1768
S01004439,1013,2728,1155
S01004440,2018,2982,1460
S01004441,5067,5362,3307
S01004442,313,259,1062
S01004443,397,885,735
S01004444,1500,2676,1994
S01004445,2331,4050,2601
S01004446,1698,1644,1687
S01004447,1860,1375,2125
S01004448,5034,6055,4064
S01004449,3237,3145,1925
S01004450,412,497,114
S01004451,1607,1919,1715
S01004452,4064,2371,3436
S01004453,5585,6229,5430
S01004454,3879,4522,3961
S01004455,2523,1046,197
S01004456,5859,5535,5970
S01004457,4115,2451,4479
S01004458,2211,1782,2036
S01004459,3368,668,3722
S01004460,3900,1623,3180
S01004461,5983,4894,2176
S01004462,3035,3468,2853
S01004463,4654,5704,4021
S01004464,2990,2717,2491
S01004465,5377,5848,4183
S01004466,2937,1985,1882
S01004467,1401,1078,1453
S01004468,6289,5429,4856
S01004469,2943,1035,1274
S01004470,6376,5228,4912
S01004471,734,4652,4539
S01004472,4505,6152,5017
S01004473,5964,5835,5839
S01004474,4033,3469,3146
S01004475,5037,5185,1804
S01004476,4359,3803,2590
S01004477,2560,1730,3184
S01004478,726,299,965
S01004479,2446,1811,2552
S01004480,1207,1074,1156
S01004481,1799,2101,2055
S01004482,1671,464,509
S01004483,3393,2554,1987
S01004484,4530,3700,3602
S01004485,3709,4768,3667
S01004486,3257,2854,3030
S01004487,3845,3218,2025
S01004488,1924,3857,2741
S01004489,5109,5202,6021
S01004490,4279,3998,5711
S01004491,980,955,1128
S01004492,1643,1359,785
S01004493,708,1187,677
S01004494,1448,2700,1612
S01004495,1311,374,1060
S01004496,393,195,231
S01004497,1666,975,392
S01004498,2827,1903,1456
S01004499,4170,4506,5581
S01004500,5830,3910,5320
S01004501,771,376,427
S01004502,3808,5121,3964
S01004503,3295,2855,3387
S01004504,2926,3172,2548
S01004505,2195,4156,4680
S01004506,3181,4855,2204
S01004507,5090,4864,4723
S01004508,4711,5066,5750
S01004509,5734,4844,3983
S01004510,5443,6287,5689
S01004511,3352,1705,1820
S01004512,5376,5191,6168
S01004513,3595,4254,4899
S01004514,5549,6362,5309
S01004515,110,375,453
S01004516,1252,2830,394
S01004517,1395,1263,645
S01004518,4803,6122,4243
S01004519,2296,1673,1853
S01004520,2671,3427,3784
S01004521,6237,6124,6085
S01004522,6203,5898,6118
S01004523,5943,6244,6357
S01004524,6135,4971,5591
S01004525,5389,5834,6258
S01004526,5231,5952,5738
S01004527,5019,5549,5176
S01004528,3877,1354,2167
S01004529,4174,3012,4942
S01004530,5776,6061,5798
S01004531,2157,1772,2541
S01004532,593,170,225
S01004533,62,57,43
S01004534,2489,1721,1929
S01004535,4300,5928,5473
S01004536,2913,1968,1911
S01004537,2808,637,1469
S01004538,2732,2440,2946
S01004539,2146,1679,1545
S01004540,3781,2251,1812
S01004541,1261,3321,2839
S01004542,3226,4331,3959
S01004543,3625,1649,1550
S01004544,356,730,961
S01004545,114,118,150
S01004546,2650,3137,693
S01004547,1535,2801,2529
S01004548,779,398,482
S01004549,2479,3839,3513
S01004550,1100,339,430
S01004551,4417,2295,4247
S01004552,1079,239,99
S01004553,2032,1632,1307
S01004554,2798,3330,1733
S01004555,2058,1801,861
S01004556,1785,1251,492
S01004557,5548,5439,4823
S01004558,1358,1319,1449
S01004559,1677,3345,2347
S01004560,1266,779,951
S01004561,1753,556,353
S01004562,1494,2144,252
S01004563,4977,5580,6487
S01004564,1286,2545,2686
S01004565,6110,6277,5550
S01004566,4897,4667,4232
S01004567,5316,5177,6151
S01004568,997,1059,2087
S01004569,165,280,144
S01004570,4442,4806,5272
S01004571,2857,1373,1416
S01004572,4349,1783,2181
S01004573,1791,3015,3822
S01004574,5268,5574,4099
S01004575,3413,3987,4584
S01004576,3787,4376,3920
S01004577,514,448,550
S01004578,5242,6189,5218
S01004579,3270,647,957
S01004580,3640,2681,2948
S01004581,1015,1253,1696
S01004582,3791,3489,5524
S01004583,340,262,669
S01004584,896,1013,1381
S01004585,5262,2615,2370
S01004586,5101,4033,4652
S01004587,515,201,223
S01004588,2699,2308,2873
S01004589,3634,2115,1816
S01004590,1702,1267,1592
S01004591,1872,3648,2800
S01004592,2579,768,1132
S01004593,3964,2314,3986
S01004594,217,264,582
S01004595,2397,3584,4164
S01004596,40,65,26
S01004597,4858,5018,5179
S01004598,4887,3789,2221
S01004599,2402,2562,1463
S01004600,2960,2942,2843
S01004601,2747,1270,2674
S01004602,5382,4426,5824
S01004603,1393,707,331
S01004604,885,655,350
S01004605,2321,1025,3550
S01004606,632,1014,1099
S01004607,4937,4294,3150
S01004608,3345,3565,4233
S01004609,1907,681,846
S01004610,819,542,1314
S01004611,3213,4047,3556
S01004612,1604,666,518
S01004613,4093,2419,3347
S01004614,1863,2472,572
S01004615,4138,2858,1726
S01004616,4154,4045,2834
S01004617,333,249,526
S01004618,31,221,100
S01004619,654,360,1076
S01004620,362,71,79
S01004621,4734,3284,3192
S01004622,2818,3319,5095
S01004623,3590,2895,2620
S01004624,1986,823,1347
S01004625,2746,2911,3806
S01004626,2598,1214,3430
S01004627,3985,3934,3538
S01004628,667,1908,1079
S01004629,5091,4904,5501
S01004630,2150,4076,3803
S01004631,448,2135,2306
S01004632,2534,3021,3036
S01004633,2374,3455,4447
S01004634,3348,2766,4271
S01004635,766,1071,1139
S01004636,894,961,2185
S01004637,4433,5014,4297
S01004638,1517,258,270
S01004639,2120,2679,2862
S01004640,2536,468,2200
S01004641,2161,2555,2907
S01004642,1862,805,2536
S01004643,2230,2130,2694
S01004644,2522,1635,2324
S01004645,787,365,439
S01004646,4135,3675,4262
S01004647,1071,1249,2859
S01004648,1056,863,532
S01004649,2207,1237,2831
S01004650,2720,2214,2978
S01004651,3141,2247,2368
S01004652,1787,1342,738
S01004653,3833,2445,3758
S01004654,1238,1852,2160
S01004655,646,759,821
S01004656,1981,599,1244
S01004657,1760,2080,3155
S01004658,3538,4392,3588
S01004659,2723,3844,2876
S01004660,6138,5195,5478
S01004661,92,106,97
S01004662,1152,1190,1623
S01004663,1488,2964,2899
S01004664,3751,3667,2703
S01004665,1814,1110,1792
S01004666,3290,1204,2143
S01004667,1641,1870,1981
S01004668,4407,2538,3467
S01004669,1808,1295,1642
S01004670,1185,1785,1503
S01004671,2024,1812,2574
S01004672,3225,3730,1873
S01004673,810,180,1375
S01004674,4054,2155,2314
S01004675,3756,4266,4422
S01004676,5096,4287,4155
S01004677,2508,3225,1067
S01004678,5348,3995,4731
S01004679,4336,978,1011
S01004680,588,590,1309
S01004681,3332,2179,2911
S01004682,519,1275,1938
S01004683,5887,5651,5938
S01004684,2996,2386,2968
S01004685,1935,1273,2535
S01004686,2533,1877,2569
S01004687,2072,2164,3850
S01004688,4276,5647,5843
S01004689,4842,4839,4394
S01004690,3889,3491,5039
S01004691,4273,5929,4888
S01004692,5282,2792,2525
S01004693,4871,5150,4067
S01004694,2597,2635,3075
S01004695,5941,6159,6243
S01004696,3898,2233,1907
S01004697,4785,4828,5058
S01004698,3971,5270,4266
S01004699,1203,1990,1632
S01004700,4634,4128,2880
S01004701,6458,6279,6016
S01004702,3409,3099,2739
S01004703,5078,5517,5582
S01004704,1796,279,558
S01004705,4513,3645,4336
S01004706,6151,4913,5339
S01004707,4814,2978,3410
S01004708,3725,2844,3969
S01004709,2925,2275,2893
S01004710,3177,1933,2386
S01004711,1267,1322,556
S01004712,3916,1645,3013
S01004713,3441,1634,972
S01004714,3763,2863,3771
S01004715,3448,4098,3406
S01004716,3363,2900,5327
S01004717,1763,3009,3136
S01004718,2222,1114,2665
S01004719,3353,4116,4601
S01004720,4650,2444,2470
S01004721,5254,3885,4896
S01004722,1933,1973,751
S01004723,4217,3416,2789
S01004724,1934,2707,3480
S01004725,3792,4625,2804
S01004726,265,159,898
S01004727,2927,2350,3492
S01004728,5032,3652,4253
S01004729,2762,4248,2820
S01004730,949,1796,2273
S01004731,4569,5204,6130
S01004732,4221,2998,5165
S01004733,3646,2913,1137
S01004734,3250,2358,2607
S01004735,2710,3375,3103
S01004736,2163,2560,1396
S01004737,2799,3041,2501
S01004738,931,472,1014
S01004739,5029,5778,4630
S01004740,3512,2693,3829
S01004741,3866,3357,3570
S01004742,4641,4177,3273
S01004743,4381,5453,5895
S01004744,3571,1874,1706
S01004745,1102,1562,1858
S01004746,1263,3835,2533
S01004747,5610,5814,6438
S01004748,153,401,385
S01004749,3310,2751,2081
S01004750,465,418,1046
S01004751,855,266,463
S01004752,4383,1997,2655
S01004753,2185,916,2318
S01004754,3711,1703,3289
S01004755,3084,3110,2698
S01004756,4840,2505,4846
S01004757,3014,1309,2298
S01004758,3163,2636,3116
S01004759,6368,4300,4464
S01004760,2090,778,940
S01004761,172,763,615
S01004762,5457,2757,2488
S01004763,109,194,262
S01004764,2215,1767,2195
S01004765,458,641,327
S01004766,2033,1593,1535
S01004767,2127,827,1903
S01004768,763,188,381
S01004769,3522,2705,1927
S01004770,2599,2831,1033
S01004771,4491,4421,4531
S01004772,1164,1386,1275
S01004773,786,2296,3216
S01004774,5825,4708,5978
S01004775,520,317,128
S01004776,4839,3347,3165
S01004777,5623,3788,4623
S01004778,2866,2151,985
S01004779,1157,1710,1749
S01004780,2923,3019,2916
S01004781,2745,3326,1962
S01004782,424,84,297
S01004783,3868,2685,4831
S01004784,4694,2265,1512
S01004785,813,407,3241
S01004786,2423,828,2738
S01004787,324,273,212
S01004788,3793,4388,2543
S01004789,327,82,198
S01004790,6325,4406,5247
S01004791,1355,687,1006
S01004792,3195,4192,3711
S01004793,655,761,814
S01004794,4781,4578,3669
S01004795,2660,4445,1955
S01004796,4343,3624,4225
S01004797,961,1788,1047
S01004798,183,254,1222
S01004799,1089,2599,859
S01004800,1381,2927,1419
S01004801,3125,4271,3042
S01004802,3817,2624,2743
S01004803,1700,1362,933
S01004804,920,1280,1593
S01004805,227,240,163
S01004806,4730,2366,1841
S01004807,285,456,483
S01004808,1812,938,664
S01004809,2219,4527,3571
S01004810,1566,762,1452
S01004811,3925,3601,4288
S01004812,1201,645,840
S01004813,2618,4655,3363
S01004814,2421,2607,1288
S01004815,1271,3674,1984
S01004816,2486,1853,1077
S01004817,147,69,441
S01004818,1743,1944,2130
S01004819,2288,1842,1618
S01004820,3788,2270,1777
S01004821,510,342,652
S01004822,2890,4402,3345
S01004823,2040,753,684
S01004824,5182,3676,4789
S01004825,1231,1700,1182
S01004826,2244,1043,1169
S01004827,1703,678,672
S01004828,4003,2706,3374
S01004829,2276,1304,1996
S01004830,993,1119,706
S01004831,5441,4676,4873
S01004832,4736,4735,4745
S01004833,3551,4087,3530
S01004834,3723,3426,4522
S01004835,4057,3458,3035
S01004836,5028,3906,4626
S01004837,3263,3008,2942
S01004838,3865,4565,4283
S01004839,2550,3551,4211
S01004840,4160,2457,3393
S01004841,4134,5161,3899
S01004842,5168,3972,4841
S01004843,2613,1055,1869
S01004844,1857,797,1560
S01004845,5358,4067,5324
S01004846,1424,945,3314
S01004847,3737,4125,4081
S01004848,5867,5273,5696
S01004849,1894,2369,3437
S01004850,4579,2395,4777
S01004851,3702,2948,2827
S01004852,2390,2829,2333
S01004853,6246,5384,4636
S01004854,3692,2303,4063
S01004855,4342,3158,4108
S01004856,4738,4186,5684
S01004857,3406,5619,3392
S01004858,1717,4552,3900
S01004859,4971,5356,4815
S01004860,4179,5598,4415
S01004861,5088,6242,4185
S01004862,6021,5665,6121
S01004863,4408,5263,4436
S01004864,5705,6354,5498
S01004865,4682,4008,2848
S01004866,4993,5677,5268
S01004867,5897,4111,2809
S01004868,1335,4073,2232
S01004869,5532,6360,6087
S01004870,5409,4030,3291
S01004871,4297,4205,4228
S01004872,1626,782,2715
S01004873,4125,4094,4012
S01004874,1294,932,841
S01004875,5039,3170,2626
S01004876,2654,2415,3510
S01004877,6010,3801,4735
S01004878,5002,4787,2858
S01004879,3129,2061,1412
S01004880,1297,2184,809
S01004881,4458,3685,2589
S01004882,2452,2754,2354
S01004883,2441,3606,4123
S01004884,6373,5383,5382
S01004885,3255,2670,2078
S01004886,1032,1443,1441
S01004887,5711,1902,4642
S01004888,6387,6024,6422
S01004889,5483,5406,3433
S01004890,559,109,282
S01004891,460,453,459
S01004892,5967,6065,5821
S01004893,44,33,29
S01004894,1116,1500,1101
S01004895,1766,710,915
S01004896,4774,4354,4403
S01004897,5445,6369,6079
S01004898,1914,1916,1766
S01004899,4105,1462,1793
S01004900,5913,6033,6051
S01004901,1248,1674,947
S01004902,4571,4912,1909
S01004903,6447,6493,6272
S01004904,2716,2261,1393
S01004905,1843,2550,1247
S01004906,2343,949,1380
S01004907,4701,5337,5447
S01004908,4409,3105,2227
S01004909,3556,3942,2751
S01004910,3644,2359,3302
S01004911,6271,6145,5216
S01004912,2193,1702,1056
S01004913,3375,4852,4300
S01004914,6015,6383,6421
S01004915,3207,4038,2623
S01004916,1176,1531,500
S01004917,6090,6051,6407
S01004918,6186,6397,5025
S01004919,138,1403,2205
S01004920,3151,3812,2733
S01004921,2590,1455,955
S01004922,5659,5450,5959
S01004923,5701,5569,5979
S01004924,5512,3195,5249
S01004925,2657,2392,3327
S01004926,6301,6027,6378
S01004927,5367,6200,5655
S01004928,5824,6134,6135
S01004929,3707,3477,3151
S01004930,1560,1920,1693
S01004931,3820,3414,1284
S01004932,1719,1581,1692
S01004933,4387,1967,2544
S01004934,2896,1844,2024
S01004935,2538,1305,2437
S01004936,846,966,917
S01004937,1679,2917,2405
S01004938,1090,1654,1582
S01004939,3734,2424,1090
S01004940,1463,3071,3294
S01004941,2110,2278,1189
S01004942,3627,4952,5151
S01004943,3050,3913,3486
S01004944,4994,4803,3659
S01004945,3311,3900,4541
S01004946,6468,6281,5918
S01004947,6478,6298,6411
S01004948,3377,2311,1402
S01004949,6388,6388,5651
S01004950,6380,5868,5380
S01004951,5071,6460,5150
S01004952,5274,5603,4829
S01004953,4666,5024,4508
S01004954,3602,5809,3599
S01004955,2974,3271,1257
S01004956,5865,5534,6026
S01004957,5354,6302,4026
S01004958,2270,2347,1610
S01004959,2251,723,828
S01004960,2305,4614,1863
S01004961,3579,1922,1807
S01004962,6413,6123,5737
S01004963,5809,6094,6231
S01004964,5727,6322,6377
S01004965,2346,6371,6110
S01004966,5188,6415,6359
S01004967,6460,6285,6307
S01004968,1837,6044,5678
S01004969,1640,6142,5098
S01004970,6419,6352,5161
S01004971,5826,6139,6162
S01004972,2174,6100,5286
S01004973,5044,5996,6465
S01004974,136,45,75
S01004975,5910,5673,5661
S01004976,2687,2199,3545
S01004977,3853,2483,3728
S01004978,5478,4102,6044
S01004979,2266,3543,4007
S01004980,6007,5951,5352
S01004981,6188,5887,5475
S01004982,6194,5850,6351
S01004983,4950,4856,3415
S01004984,5707,4440,5927
S01004985,5618,5421,2667
S01004986,5520,4364,4259
S01004987,6424,6003,4632
S01004988,6493,6234,5811
S01004989,4830,6153,4184
S01004990,4877,6204,5488
S01004991,6406,6074,4872
S01004992,6493,4731,3704
S01004993,6425,6463,5759
S01004994,4928,3486,3414
S01004995,5234,2922,4362
S01004996,6331,5616,4075
S01004997,5183,4878,5733
S01004998,5915,5804,5566
S01004999,4987,5467,5717
S01005000,5099,4973,5603
S01005001,6349,6341,6200
S01005002,6493,4712,4399
S01005003,4960,6089,6089
S01005004,3635,5976,5915
S01005005,5404,5591,6045
S01005006,3727,4931,4206
S01005007,6474,6178,6262
S01005008,4963,5816,5072
S01005009,6475,5077,6383
S01005010,2233,5175,3203
S01005011,5902,4053,4188
S01005012,869,2167,1528
S01005013,3948,5548,6112
S01005014,3992,3986,4760
S01005015,5224,4372,5258
S01005016,1971,3035,1769
S01005017,6127,6225,6052
S01005018,5001,4810,5141
S01005019,50,113,794
S01005020,2567,5034,3400
S01005021,5837,6126,6234
S01005022,5996,5937,5301
S01005023,5237,6357,5851
S01005024,5960,5758,5266
S01005025,6223,6253,6156
S01005026,4261,4820,2367
S01005027,4752,4871,5445
S01005028,5123,4948,5278
S01005029,6389,3678,4380
S01005030,5762,5343,4570
S01005031,2792,1401,1634
S01005032,6006,5810,5199
S01005033,5693,6109,6353
S01005034,5724,5994,6226
S01005035,4772,4975,5012
S01005036,5466,4253,5722
S01005037,263,428,446
S01005038,6143,6205,6290
S01005039,4501,4224,4963
S01005040,166,278,187
S01005041,24,56,80
S01005042,5971,4738,5045
S01005043,5429,4532,3048
S01005044,4213,3181,1679
S01005045,5556,5458,4812
S01005046,3252,4448,4430
S01005047,155,500,271
S01005048,4326,4223,4118
S01005049,1173,447,580
S01005050,4330,2412,2711
S01005051,4866,5238,5929
S01005052,6254,6407,6487
S01005053,1932,2196,1391
S01005054,1958,1243,1406
S01005055,3171,3610,3081
S01005056,1659,1440,2000
S01005057,1616,2197,3691
S01005058,540,2420,1670
S01005059,2679,2379,2825
S01005060,1592,3123,1757
S01005061,5366,4884,5552
S01005062,6318,6428,6487
S01005063,6191,4547,5723
S01005064,4548,6069,6205
S01005065,1167,1338,1974
S01005066,2691,1658,561
S01005067,6442,6465,6456
S01005068,3728,4626,4377
S01005069,1522,1069,2163
S01005070,1941,2768,3832
S01005071,38,224,1809
S01005072,1343,1713,1760
S01005073,4615,4048,3587
S01005074,6064,5685,5079
S01005075,93,265,449
S01005076,1925,2497,2035
S01005077,5207,5573,4242
S01005078,1480,1684,2539
S01005079,974,2799,2067
S01005080,2037,4831,1659
S01005081,1644,2896,5267
S01005082,4826,4690,5106
S01005083,4397,5379,5736
S01005084,2459,2784,4510
S01005085,3076,3578,4344
S01005086,2309,3220,2966
S01005087,6205,5599,4620
S01005088,3937,4505,6046
S01005089,6469,6493,6082
S01005090,3698,5194,5401
S01005091,6459,6493,6313
S01005092,5442,4391,5884
S01005093,2774,5488,3624
S01005094,4818,5840,5936
S01005095,5676,6258,5495
S01005096,5999,6336,5535
S01005097,5501,6265,5505
S01005098,6244,5740,6035
S01005099,6149,4441,5082
S01005100,4286,6143,6274
S01005101,3589,4687,3896
S01005102,5460,6114,6010
S01005103,3773,5528,5421
S01005104,5325,5201,6434
S01005105,2711,3909,4192
S01005106,3167,4479,4999
S01005107,5779,6493,6409
S01005108,3641,5872,6281
S01005109,5977,6167,5977
S01005110,5574,5896,4035
S01005111,5950,5682,5567
S01005112,5833,6230,5949
S01005113,4854,4785,5024
S01005114,1499,705,1825
S01005115,4181,3924,4130
S01005116,5810,6381,6318
S01005117,5499,6227,5482
S01005118,5523,5845,4910
S01005119,5196,6387,6308
S01005120,6020,6262,4560
S01005121,4469,4328,4195
S01005122,2471,2345,3219
S01005123,3485,2915,3459
S01005124,3223,4942,4291
S01005125,575,936,930
S01005126,5162,4908,5718
S01005127,1290,527,1001
S01005128,2704,5466,5097
S01005129,3982,2565,3619
S01005130,342,1619,1558
S01005131,2262,4006,5904
S01005132,3935,2686,4616
S01005133,3013,3686,3995
S01005134,4053,5615,5126
S01005135,1597,3988,2192
S01005136,1694,2319,2840
S01005137,5663,5741,4861
S01005138,4500,4853,4706
S01005139,4587,5869,5791
S01005140,6133,6166,5373
S01005141,5472,5314,6365
S01005142,5792,5122,6424
S01005143,4586,3004,4187
S01005144,3131,3817,2726
S01005145,3917,5936,5092
S01005146,6346,5055,5867
S01005147,6477,5119,5016
S01005148,1998,4732,4556
S01005149,3111,3824,3706
S01005150,2291,5342,4117
S01005151,4205,5436,3843
S01005152,3170,2035,2823
S01005153,5496,4902,6107
S01005154,4494,4118,3561
S01005155,5111,4475,3640
S01005156,3521,2848,2929
S01005157,2403,1960,3976
S01005158,4385,5498,4844
S01005159,2766,2833,2587
S01005160,1385,2312,2503
S01005161,3996,2519,2869
S01005162,2420,2735,2406
S01005163,3061,2790,2218
